text,stress_level,study_hour,screen_time,sleep_hour,social_hours,physical_activity,stress_score
Mentally strong and confident.,Low,4.9,8.4,8.4,5.0,2.2,12.0
I feel relaxed and calm today.,Low,7.6,6.3,6.8,2.9,2.5,32.0
I am grateful for how things are going.,Low,1.8,4.5,8.6,5.6,2.5,27.0
Feeling completely tension‑free today.,Low,4.2,9.9,5.2,5.6,3.2,34.0
Mentally strong and confident.,Low,2.6,6.9,4.4,2.1,0.8,11.0
I am grateful for how things are going.,Low,7.4,5.2,4.6,2.6,2.2,13.0
Today has been refreshing and joyful.,Low,7.5,9.3,8.1,5.0,2.9,11.0
Mentally strong and confident.,Low,3.5,6.7,5.1,5.6,3.2,38.0
Just chilling and enjoying life.,Low,2.6,5.3,8.8,4.9,1.4,38.0
I feel great mentally and physically.,Low,3.9,4.6,6.7,1.6,1.5,17.0
I feel relaxed and calm today.,Low,2.0,7.2,6.2,1.6,2.2,34.0
I feel great mentally and physically.,Low,4.0,9.8,5.6,2.3,3.1,10.0
"No worries, just peace and happiness.",Low,6.4,7.3,8.7,4.3,1.2,2.0
Feeling completely tension‑free today.,Low,5.0,7.0,4.2,1.1,1.7,15.0
Everything is under control.,Low,2.9,5.0,5.0,2.0,2.2,38.0
I feel great mentally and physically.,Low,3.3,4.2,5.9,2.1,3.0,25.0
Everything feels so peaceful today.,Low,3.7,3.5,7.3,1.6,1.7,20.0
Mentally strong and confident.,Low,2.0,10.0,5.7,1.6,0.7,17.0
I am grateful for how things are going.,Low,6.3,5.2,8.5,5.6,2.5,17.0
Life feels smooth and peaceful today.,Low,1.8,8.8,6.1,4.1,2.2,30.0
Mentally strong and confident.,Low,4.5,6.6,4.9,4.2,1.0,11.0
Life feels smooth and peaceful today.,Low,4.9,8.9,8.0,4.5,1.0,33.0
I feel emotionally stable and light.,Low,1.7,3.2,5.3,2.6,0.6,21.0
I feel relaxed and calm today.,Low,4.8,5.4,7.2,1.6,3.5,37.0
I feel emotionally stable and light.,Low,2.3,4.6,7.7,1.1,3.3,14.0
Mentally strong and confident.,Low,3.7,8.7,5.1,5.4,1.5,35.0
I am grateful for how things are going.,Low,6.0,3.3,6.3,2.2,0.8,6.0
"No worries, just peace and happiness.",Low,7.8,4.2,6.1,1.3,0.8,34.0
Life feels smooth and peaceful today.,Low,4.4,8.1,7.1,4.2,2.0,3.0
Everything is under control.,Low,6.4,8.8,5.7,4.6,3.1,12.0
I feel emotionally stable and light.,Low,7.0,5.6,5.7,1.2,1.1,27.0
I feel relaxed and calm today.,Low,4.7,4.2,8.3,3.6,2.2,2.0
Everything is under control.,Low,4.8,7.3,7.6,3.3,1.6,26.0
Just chilling and enjoying life.,Low,2.9,5.1,8.3,4.8,3.3,24.0
Just chilling and enjoying life.,Low,5.6,5.3,4.2,3.4,1.4,10.0
Feeling completely tension‑free today.,Low,6.0,7.0,5.5,4.1,2.1,39.0
Feeling completely tension‑free today.,Low,1.9,8.0,7.0,2.9,0.7,39.0
Feeling completely tension‑free today.,Low,2.8,9.1,6.9,2.4,2.0,2.0
I feel great mentally and physically.,Low,6.7,7.6,7.3,5.7,1.6,36.0
"No worries, just peace and happiness.",Low,6.2,9.3,7.8,2.9,3.3,27.0
I am grateful for how things are going.,Low,4.5,5.8,6.9,4.9,0.9,11.0
I feel emotionally stable and light.,Low,3.8,7.3,6.2,5.6,1.3,37.0
I feel emotionally stable and light.,Low,7.4,4.2,8.1,5.2,1.3,19.0
Just chilling and enjoying life.,Low,6.4,8.5,7.3,1.8,3.4,0.0
Life feels smooth and peaceful today.,Low,1.1,6.4,6.5,1.7,3.3,0.0
"No worries, just peace and happiness.",Low,5.7,8.4,4.5,3.1,1.4,22.0
Feeling positive and mentally free.,Low,4.1,3.7,8.7,4.6,0.8,13.0
Life feels smooth and peaceful today.,Low,2.7,8.9,4.9,5.1,2.0,15.0
Feeling positive and mentally free.,Low,5.2,7.6,7.7,2.5,1.3,26.0
Feeling completely tension‑free today.,Low,4.6,9.4,5.0,3.6,3.5,20.0
Just chilling and enjoying life.,Low,4.4,7.9,8.9,3.1,0.5,10.0
Feeling completely tension‑free today.,Low,6.4,4.0,5.9,5.1,1.3,38.0
I feel relaxed and calm today.,Low,4.0,6.1,6.0,5.7,1.8,16.0
I feel great mentally and physically.,Low,3.7,9.5,6.3,4.5,3.2,24.0
Everything is under control.,Low,6.2,8.4,7.8,2.2,1.3,27.0
Everything feels so peaceful today.,Low,2.7,8.2,4.7,1.5,2.6,8.0
"No signs of stress, I'm doing great.",Low,3.8,8.7,8.2,3.7,2.8,3.0
Feeling positive and mentally free.,Low,5.5,8.8,6.7,1.2,2.0,22.0
"No signs of stress, I'm doing great.",Low,4.1,8.3,6.8,4.5,1.9,0.0
I feel emotionally stable and light.,Low,4.3,6.7,5.1,4.8,1.9,27.0
Everything feels so peaceful today.,Low,7.8,6.4,6.0,3.7,3.3,27.0
I’m enjoying my day with no stress.,Low,1.4,7.4,5.3,5.4,0.7,6.0
Everything is under control.,Low,1.2,6.6,7.4,2.1,2.0,37.0
"No signs of stress, I'm doing great.",Low,7.8,7.2,4.6,5.7,3.2,39.0
Everything is under control.,Low,4.1,7.9,5.1,6.0,1.1,36.0
I feel great mentally and physically.,Low,5.8,4.3,5.7,3.1,1.5,11.0
Just chilling and enjoying life.,Low,1.5,7.6,5.1,1.2,2.5,39.0
I feel emotionally stable and light.,Low,7.7,10.0,5.8,4.3,3.1,38.0
Feeling positive and mentally free.,Low,2.9,5.1,6.9,3.8,0.9,27.0
"No signs of stress, I'm doing great.",Low,4.8,7.7,7.6,1.3,0.7,4.0
Today has been refreshing and joyful.,Low,3.3,7.2,7.9,2.9,0.6,6.0
I feel emotionally stable and light.,Low,4.8,5.2,8.9,4.7,3.2,37.0
Feeling positive and mentally free.,Low,4.2,3.7,5.4,4.3,1.1,30.0
Feeling completely tension‑free today.,Low,5.6,3.5,4.2,3.8,2.7,36.0
I feel great mentally and physically.,Low,6.3,9.4,6.0,3.2,2.8,34.0
Everything feels so peaceful today.,Low,1.5,5.3,6.0,2.4,2.0,3.0
Everything is under control.,Low,1.2,9.2,8.0,5.9,1.9,26.0
I feel great mentally and physically.,Low,3.8,6.9,5.4,3.9,2.4,12.0
I feel great mentally and physically.,Low,4.1,8.0,8.4,4.1,1.8,37.0
I feel emotionally stable and light.,Low,6.2,6.5,5.5,1.7,2.0,8.0
I’m enjoying my day with no stress.,Low,7.1,9.8,5.2,2.6,1.3,6.0
Life feels smooth and peaceful today.,Low,2.7,9.4,5.7,5.6,0.6,26.0
I am grateful for how things are going.,Low,1.7,7.9,4.3,3.2,3.4,33.0
"No worries, just peace and happiness.",Low,1.4,8.4,8.8,2.8,0.6,15.0
Everything is under control.,Low,2.4,4.4,4.9,1.8,2.8,11.0
Everything is under control.,Low,1.6,3.6,4.8,4.7,2.5,9.0
I feel emotionally stable and light.,Low,7.9,8.8,6.9,4.7,1.0,23.0
I feel relaxed and calm today.,Low,1.6,8.9,4.6,4.3,0.7,15.0
Mentally strong and confident.,Low,7.3,3.9,6.7,2.5,1.0,3.0
Mentally strong and confident.,Low,1.9,7.4,5.4,4.8,1.9,12.0
Today has been refreshing and joyful.,Low,2.5,6.9,8.5,2.3,2.4,20.0
Mentally strong and confident.,Low,5.1,5.6,8.9,1.6,0.8,32.0
Just chilling and enjoying life.,Low,7.5,8.8,8.6,5.1,0.8,16.0
Feeling positive and mentally free.,Low,2.0,9.3,7.3,4.3,2.5,8.0
"No worries, just peace and happiness.",Low,3.7,8.5,6.0,3.2,2.6,26.0
I feel relaxed and calm today.,Low,6.0,5.2,7.0,4.4,3.1,19.0
I feel great mentally and physically.,Low,3.8,8.6,4.3,4.0,3.4,11.0
"No signs of stress, I'm doing great.",Low,7.4,9.7,6.2,3.5,2.3,24.0
Feeling completely tension‑free today.,Low,6.1,9.5,8.3,2.6,1.6,7.0
I feel relaxed and calm today.,Low,1.3,4.8,4.2,5.6,1.0,21.0
Today has been refreshing and joyful.,Low,4.2,6.3,8.0,3.4,1.6,16.0
Everything feels so peaceful today.,Low,1.2,6.2,5.2,5.2,1.6,16.0
I feel great mentally and physically.,Low,1.7,7.0,6.5,2.2,1.0,27.0
I feel great mentally and physically.,Low,5.1,4.1,5.9,4.0,0.8,26.0
"No signs of stress, I'm doing great.",Low,7.5,8.8,6.9,5.5,1.6,34.0
I’m enjoying my day with no stress.,Low,1.7,4.4,6.8,4.1,1.2,5.0
Everything feels so peaceful today.,Low,2.9,7.4,7.3,2.7,2.6,35.0
I am grateful for how things are going.,Low,7.1,5.7,4.2,1.1,2.6,17.0
Mentally strong and confident.,Low,4.6,4.7,8.9,4.6,1.4,32.0
I am grateful for how things are going.,Low,2.2,4.3,8.6,5.0,3.2,6.0
Mentally strong and confident.,Low,2.4,3.8,5.6,5.0,1.0,2.0
Feeling positive and mentally free.,Low,5.2,4.3,5.0,5.1,3.0,8.0
Mentally strong and confident.,Low,5.3,8.4,8.4,2.3,2.5,34.0
Today has been refreshing and joyful.,Low,3.2,4.9,7.9,5.7,1.5,17.0
Just chilling and enjoying life.,Low,6.3,9.3,8.9,5.5,1.6,0.0
Feeling completely tension‑free today.,Low,4.0,4.8,8.9,6.0,0.8,6.0
Everything feels so peaceful today.,Low,4.4,8.3,7.9,2.0,2.9,37.0
Feeling positive and mentally free.,Low,2.7,9.5,5.2,2.4,1.4,26.0
Just chilling and enjoying life.,Low,1.5,9.2,4.3,2.4,1.3,6.0
I feel great mentally and physically.,Low,6.7,6.4,4.6,1.2,1.2,20.0
"No worries, just peace and happiness.",Low,3.7,6.0,5.6,4.1,1.2,39.0
I am grateful for how things are going.,Low,3.3,8.9,4.3,5.0,3.0,36.0
I am grateful for how things are going.,Low,4.1,8.2,4.2,4.4,0.7,27.0
I feel great mentally and physically.,Low,4.6,4.5,7.5,5.5,0.7,31.0
Life feels smooth and peaceful today.,Low,4.6,7.2,6.6,2.4,2.9,12.0
Everything feels so peaceful today.,Low,2.3,7.4,6.5,2.4,2.0,2.0
Mentally strong and confident.,Low,4.3,3.7,6.0,4.8,1.5,35.0
Life feels smooth and peaceful today.,Low,3.5,8.8,6.3,1.0,1.1,23.0
I’m enjoying my day with no stress.,Low,5.1,7.2,8.3,2.3,1.5,35.0
Today has been refreshing and joyful.,Low,4.2,6.2,6.6,4.2,2.1,14.0
Feeling completely tension‑free today.,Low,1.6,7.5,5.7,1.1,1.8,36.0
Everything is under control.,Low,3.2,9.4,8.6,4.8,1.1,9.0
Feeling positive and mentally free.,Low,5.0,5.9,8.1,4.4,3.0,28.0
"No signs of stress, I'm doing great.",Low,1.5,9.1,5.2,2.9,0.9,25.0
Mentally strong and confident.,Low,5.4,9.6,6.0,5.7,1.9,34.0
Feeling positive and mentally free.,Low,1.0,6.5,7.8,5.5,1.7,38.0
Today has been refreshing and joyful.,Low,3.3,9.6,7.7,1.1,2.6,18.0
"No worries, just peace and happiness.",Low,4.8,5.4,7.9,5.7,1.5,11.0
Today has been refreshing and joyful.,Low,4.2,9.6,7.5,6.0,2.3,8.0
Everything is under control.,Low,4.8,5.1,5.4,5.2,1.5,37.0
"No worries, just peace and happiness.",Low,1.9,4.2,4.8,1.2,2.5,25.0
Everything is under control.,Low,1.5,8.8,4.3,5.5,0.7,2.0
I feel emotionally stable and light.,Low,3.6,4.6,7.5,5.5,0.8,22.0
I feel relaxed and calm today.,Low,5.3,3.1,7.6,1.7,2.0,19.0
I feel great mentally and physically.,Low,1.7,7.1,8.1,4.8,2.9,13.0
Everything feels so peaceful today.,Low,5.7,9.1,6.9,4.9,2.6,9.0
Mentally strong and confident.,Low,2.1,9.7,8.1,3.7,2.8,2.0
Everything feels so peaceful today.,Low,2.4,8.5,6.0,5.8,2.1,26.0
I feel great mentally and physically.,Low,1.6,8.7,8.7,2.1,1.9,1.0
Everything is under control.,Low,7.2,8.5,8.2,2.8,0.7,0.0
Everything feels so peaceful today.,Low,2.4,5.9,5.3,3.2,3.0,24.0
Everything feels so peaceful today.,Low,3.3,8.3,4.6,4.1,2.6,32.0
"No worries, just peace and happiness.",Low,1.7,9.4,4.3,2.6,0.6,34.0
"No signs of stress, I'm doing great.",Low,5.1,5.5,8.3,2.7,0.5,9.0
I am grateful for how things are going.,Low,4.8,4.3,6.9,4.8,2.5,19.0
Mentally strong and confident.,Low,2.0,7.6,7.1,4.6,3.0,27.0
Feeling positive and mentally free.,Low,2.8,5.5,6.4,4.9,3.0,18.0
Today has been refreshing and joyful.,Low,1.7,5.2,6.6,3.1,2.2,25.0
"No signs of stress, I'm doing great.",Low,7.8,4.4,8.1,1.7,3.1,10.0
Mentally strong and confident.,Low,5.9,8.2,6.1,1.2,0.8,6.0
I feel relaxed and calm today.,Low,1.6,5.1,5.7,1.8,2.9,7.0
Mentally strong and confident.,Low,3.8,5.1,8.0,4.9,3.1,17.0
Feeling completely tension‑free today.,Low,5.8,4.6,7.9,4.3,1.1,3.0
Everything is under control.,Low,6.5,3.8,7.0,3.7,2.7,37.0
Today has been refreshing and joyful.,Low,6.9,6.2,6.5,2.6,2.5,37.0
I feel great mentally and physically.,Low,2.1,6.6,4.6,5.0,0.6,27.0
Just chilling and enjoying life.,Low,6.9,5.8,5.6,3.7,2.3,20.0
Life feels smooth and peaceful today.,Low,1.3,9.3,7.1,5.8,1.5,37.0
Today has been refreshing and joyful.,Low,5.1,3.3,4.3,2.1,3.0,5.0
I feel relaxed and calm today.,Low,3.1,6.3,4.7,5.5,1.8,32.0
Mentally strong and confident.,Low,7.9,7.6,7.2,5.2,2.6,39.0
"No worries, just peace and happiness.",Low,6.9,9.1,5.3,5.1,1.8,7.0
Feeling positive and mentally free.,Low,5.7,9.1,6.0,4.3,1.1,5.0
Life feels smooth and peaceful today.,Low,1.7,4.9,6.8,2.1,2.6,25.0
I feel emotionally stable and light.,Low,7.5,5.7,8.9,2.2,0.6,23.0
Today has been refreshing and joyful.,Low,7.8,7.6,7.1,5.8,3.4,5.0
"No signs of stress, I'm doing great.",Low,7.3,6.7,8.5,2.2,1.6,14.0
Today has been refreshing and joyful.,Low,2.6,9.4,7.1,2.4,1.3,37.0
I feel relaxed and calm today.,Low,7.2,3.9,8.8,5.5,2.5,8.0
"No worries, just peace and happiness.",Low,7.8,9.6,8.1,5.2,3.1,38.0
Today has been refreshing and joyful.,Low,7.3,8.6,5.8,1.8,2.0,38.0
Mentally strong and confident.,Low,1.8,9.2,7.0,1.6,2.7,3.0
Today has been refreshing and joyful.,Low,6.7,7.8,6.5,5.7,2.2,13.0
I feel great mentally and physically.,Low,6.9,8.5,5.8,3.4,1.0,28.0
I feel emotionally stable and light.,Low,4.6,8.5,7.5,3.3,1.8,19.0
"No worries, just peace and happiness.",Low,3.3,8.7,8.2,5.2,0.7,0.0
Everything is under control.,Low,5.2,7.8,6.1,1.9,0.9,32.0
Today has been refreshing and joyful.,Low,5.7,6.6,5.9,4.9,1.9,7.0
I feel great mentally and physically.,Low,7.8,10.0,5.6,1.4,0.6,2.0
"No signs of stress, I'm doing great.",Low,5.8,8.5,5.1,5.4,1.3,10.0
"No worries, just peace and happiness.",Low,3.7,7.1,6.5,4.0,0.6,0.0
Today has been refreshing and joyful.,Low,7.1,6.2,6.8,3.7,3.4,34.0
Today has been refreshing and joyful.,Low,7.8,8.3,6.7,1.3,2.1,27.0
Everything feels so peaceful today.,Low,5.9,3.1,5.7,5.4,0.7,22.0
Just chilling and enjoying life.,Low,7.4,6.0,5.2,1.6,0.7,5.0
Just chilling and enjoying life.,Low,7.5,8.5,8.2,3.7,3.0,15.0
Everything feels so peaceful today.,Low,7.9,6.6,7.5,5.6,0.7,37.0
I feel emotionally stable and light.,Low,5.4,6.4,4.0,5.4,0.5,34.0
Just chilling and enjoying life.,Low,4.7,3.6,5.7,1.9,1.5,30.0
Life feels smooth and peaceful today.,Low,3.1,5.3,6.9,1.6,0.7,5.0
Today has been refreshing and joyful.,Low,1.4,4.0,5.4,1.4,2.5,5.0
Everything is under control.,Low,6.3,5.4,4.1,3.8,1.6,19.0
I feel relaxed and calm today.,Low,6.1,6.3,8.2,1.2,2.4,18.0
Mentally strong and confident.,Low,4.1,6.0,5.8,4.4,3.4,39.0
Everything is under control.,Low,4.7,9.2,8.4,2.5,0.6,29.0
"No worries, just peace and happiness.",Low,5.2,6.1,5.6,2.3,1.4,30.0
"No worries, just peace and happiness.",Low,5.0,8.9,7.0,5.6,0.6,9.0
Just chilling and enjoying life.,Low,1.3,6.7,7.0,2.8,2.2,17.0
I feel great mentally and physically.,Low,5.1,4.4,4.3,4.8,3.5,9.0
Mentally strong and confident.,Low,7.4,6.6,5.5,3.3,2.8,39.0
I feel relaxed and calm today.,Low,5.7,6.8,8.6,3.7,2.4,13.0
Feeling completely tension‑free today.,Low,7.1,6.0,8.8,1.4,2.9,8.0
Feeling positive and mentally free.,Low,2.2,9.2,6.3,3.0,1.6,14.0
"No signs of stress, I'm doing great.",Low,1.2,9.6,4.6,2.7,2.8,3.0
Life feels smooth and peaceful today.,Low,7.9,6.8,7.2,4.2,2.4,27.0
I’m enjoying my day with no stress.,Low,3.4,5.2,5.2,5.6,2.1,25.0
I feel great mentally and physically.,Low,7.6,7.3,4.4,1.5,2.4,34.0
Feeling positive and mentally free.,Low,2.8,5.1,8.5,3.6,1.7,34.0
Just chilling and enjoying life.,Low,4.0,7.9,7.1,2.9,1.0,1.0
"No worries, just peace and happiness.",Low,2.6,7.2,6.7,4.6,3.3,1.0
I’m enjoying my day with no stress.,Low,3.9,5.8,6.5,4.3,2.2,28.0
Mentally strong and confident.,Low,6.3,3.1,6.2,4.6,0.8,33.0
Everything is under control.,Low,5.9,5.2,8.8,5.4,2.4,15.0
Today has been refreshing and joyful.,Low,6.5,6.0,8.5,3.8,2.2,34.0
Just chilling and enjoying life.,Low,6.6,5.5,4.1,2.0,2.6,35.0
"No signs of stress, I'm doing great.",Low,6.2,4.8,8.4,1.9,2.0,3.0
"No signs of stress, I'm doing great.",Low,6.0,3.2,7.6,5.3,0.7,3.0
"No signs of stress, I'm doing great.",Low,5.1,9.4,6.5,1.9,2.7,7.0
Feeling completely tension‑free today.,Low,3.3,5.3,7.2,4.7,0.8,35.0
I feel emotionally stable and light.,Low,2.5,6.9,4.5,1.5,3.1,37.0
I feel emotionally stable and light.,Low,3.8,4.9,6.4,4.2,1.2,3.0
"No worries, just peace and happiness.",Low,3.0,7.6,5.5,2.7,2.1,23.0
Just chilling and enjoying life.,Low,4.9,4.2,5.2,4.7,3.5,18.0
I’m enjoying my day with no stress.,Low,2.5,7.3,5.2,1.5,1.1,24.0
I feel great mentally and physically.,Low,2.5,7.5,5.6,4.4,3.2,6.0
I am grateful for how things are going.,Low,7.3,5.7,8.8,3.1,1.0,25.0
"No signs of stress, I'm doing great.",Low,6.6,9.3,8.0,1.6,2.6,38.0
I feel relaxed and calm today.,Low,6.9,4.1,5.0,3.5,2.2,37.0
I feel emotionally stable and light.,Low,7.3,8.9,8.4,5.9,1.6,30.0
I feel great mentally and physically.,Low,1.3,4.1,5.5,4.6,1.6,23.0
"No signs of stress, I'm doing great.",Low,7.7,4.9,6.6,4.6,2.5,30.0
Mentally strong and confident.,Low,2.8,4.7,5.9,5.7,1.5,22.0
"No signs of stress, I'm doing great.",Low,1.6,6.5,8.2,4.4,2.1,4.0
Just chilling and enjoying life.,Low,3.2,5.7,8.8,1.4,2.9,35.0
I feel great mentally and physically.,Low,2.4,4.7,6.0,1.9,3.2,2.0
Just chilling and enjoying life.,Low,7.5,4.9,5.7,5.9,0.5,12.0
I feel great mentally and physically.,Low,7.6,8.9,6.1,4.8,3.0,10.0
Just chilling and enjoying life.,Low,4.4,6.9,5.0,1.2,3.0,13.0
Everything feels so peaceful today.,Low,7.7,8.3,8.5,2.2,0.5,3.0
"No signs of stress, I'm doing great.",Low,6.0,6.2,7.9,2.3,3.4,20.0
"No worries, just peace and happiness.",Low,3.2,9.6,4.8,3.3,2.9,39.0
Everything is under control.,Low,1.9,9.1,7.0,3.8,2.3,10.0
Feeling completely tension‑free today.,Low,2.1,7.7,8.4,4.5,3.2,37.0
I feel emotionally stable and light.,Low,2.5,9.6,4.7,2.5,3.4,37.0
Everything feels so peaceful today.,Low,1.4,5.5,4.1,3.5,3.4,18.0
Mentally strong and confident.,Low,4.6,10.0,7.9,4.2,0.6,3.0
Everything is under control.,Low,1.9,5.6,7.6,1.2,0.9,31.0
Feeling positive and mentally free.,Low,4.3,8.6,8.0,1.2,2.8,16.0
Today has been refreshing and joyful.,Low,6.9,4.4,8.9,5.0,1.5,39.0
I feel great mentally and physically.,Low,1.3,5.4,8.5,4.9,3.1,28.0
Feeling positive and mentally free.,Low,7.6,8.4,4.1,5.1,2.6,3.0
Just chilling and enjoying life.,Low,3.8,4.5,7.7,1.9,1.6,18.0
Life feels smooth and peaceful today.,Low,2.0,6.9,7.6,4.8,2.4,33.0
Life feels smooth and peaceful today.,Low,3.9,8.2,4.8,4.4,0.8,5.0
I feel relaxed and calm today.,Low,4.8,5.4,5.8,3.6,0.6,13.0
I feel emotionally stable and light.,Low,3.3,6.0,8.0,5.8,1.2,31.0
Everything is under control.,Low,4.4,4.1,8.1,4.7,2.4,26.0
Mentally strong and confident.,Low,7.4,5.7,4.6,4.8,1.1,33.0
"No worries, just peace and happiness.",Low,3.1,7.1,7.2,2.2,2.2,6.0
"No signs of stress, I'm doing great.",Low,7.3,8.3,6.5,5.2,2.2,1.0
I am grateful for how things are going.,Low,3.4,4.7,8.0,4.9,1.8,24.0
I’m enjoying my day with no stress.,Low,7.4,5.2,9.0,2.3,1.0,19.0
Mentally strong and confident.,Low,5.1,7.2,6.2,5.7,2.8,11.0
I feel emotionally stable and light.,Low,4.8,9.1,8.0,4.5,1.4,27.0
I feel emotionally stable and light.,Low,6.4,8.4,5.3,5.9,2.0,38.0
Everything feels so peaceful today.,Low,7.3,3.7,6.6,4.3,1.6,32.0
"No worries, just peace and happiness.",Low,6.0,9.1,5.1,5.1,2.7,23.0
I feel great mentally and physically.,Low,2.7,8.6,6.0,1.9,1.7,30.0
Feeling completely tension‑free today.,Low,7.7,4.7,6.4,2.7,1.2,12.0
Today has been refreshing and joyful.,Low,3.5,3.8,7.9,3.8,3.1,20.0
I am grateful for how things are going.,Low,4.8,5.0,5.0,5.2,0.9,14.0
Everything is under control.,Low,2.6,6.7,7.0,5.8,3.5,7.0
Just chilling and enjoying life.,Low,5.0,3.4,8.9,1.2,0.6,11.0
Everything is under control.,Low,2.5,5.8,4.1,1.4,2.9,28.0
Feeling positive and mentally free.,Low,7.7,5.7,6.0,2.6,1.6,4.0
I feel emotionally stable and light.,Low,1.5,9.6,7.6,2.0,1.2,28.0
"No signs of stress, I'm doing great.",Low,5.3,7.6,4.9,3.0,3.5,16.0
"No worries, just peace and happiness.",Low,4.3,6.3,8.3,5.1,1.3,30.0
I feel emotionally stable and light.,Low,6.2,8.5,4.4,5.4,1.5,8.0
"No worries, just peace and happiness.",Low,3.6,3.9,8.2,4.5,2.3,32.0
Life feels smooth and peaceful today.,Low,3.2,8.8,6.0,3.7,2.0,22.0
Life feels smooth and peaceful today.,Low,6.3,9.1,5.0,4.0,0.5,3.0
Everything is under control.,Low,3.6,5.1,8.6,3.4,0.8,25.0
"No worries, just peace and happiness.",Low,1.3,3.6,4.8,4.6,0.7,20.0
Everything is under control.,Low,5.8,8.6,4.2,5.3,1.4,20.0
Everything is under control.,Low,5.8,5.8,7.5,2.0,2.8,18.0
"No worries, just peace and happiness.",Low,5.8,7.3,4.8,2.9,1.4,11.0
Everything is under control.,Low,4.6,7.2,6.3,5.7,1.2,18.0
"No worries, just peace and happiness.",Low,4.4,8.6,4.4,2.8,1.0,6.0
Feeling positive and mentally free.,Low,6.0,4.7,8.2,1.1,3.2,14.0
Just chilling and enjoying life.,Low,2.6,3.7,4.1,4.4,0.6,20.0
I’m enjoying my day with no stress.,Low,5.8,7.5,6.1,1.8,0.6,9.0
I feel emotionally stable and light.,Low,1.9,5.7,4.7,3.8,3.0,38.0
I feel relaxed and calm today.,Low,3.0,5.7,5.7,2.6,1.8,35.0
Just chilling and enjoying life.,Low,2.7,8.5,4.0,3.7,1.5,20.0
Life feels smooth and peaceful today.,Low,2.0,3.5,8.8,2.2,2.2,34.0
Life feels smooth and peaceful today.,Low,3.4,7.8,5.0,1.8,1.9,0.0
Feeling completely tension‑free today.,Low,7.6,3.9,6.3,5.6,1.5,4.0
Feeling completely tension‑free today.,Low,7.3,8.5,4.4,4.7,0.8,39.0
Feeling positive and mentally free.,Low,6.1,5.6,6.3,5.7,2.9,11.0
I’m enjoying my day with no stress.,Low,3.7,3.7,8.0,1.7,2.2,13.0
Just chilling and enjoying life.,Low,4.9,3.1,4.7,3.7,0.7,11.0
Today has been refreshing and joyful.,Low,5.5,8.4,7.0,3.1,1.7,36.0
Everything is under control.,Low,4.0,6.4,8.0,2.2,0.7,9.0
"No signs of stress, I'm doing great.",Low,2.2,3.3,8.2,4.9,2.3,31.0
I’m enjoying my day with no stress.,Low,2.4,7.2,6.4,1.7,1.0,27.0
Everything feels so peaceful today.,Low,6.7,7.7,8.0,3.0,2.1,36.0
Today has been refreshing and joyful.,Low,4.5,9.1,8.5,3.9,2.5,4.0
Feeling positive and mentally free.,Low,5.5,7.7,6.4,4.0,2.6,3.0
I feel great mentally and physically.,Low,5.1,3.3,5.4,5.5,1.2,12.0
I am grateful for how things are going.,Low,6.9,4.4,6.7,5.8,1.7,10.0
I’m enjoying my day with no stress.,Low,7.8,8.5,5.0,5.0,1.6,10.0
"No worries, just peace and happiness.",Low,5.9,5.0,8.2,5.9,2.8,38.0
Everything feels so peaceful today.,Low,3.7,7.8,8.7,2.2,2.3,7.0
Just chilling and enjoying life.,Low,4.5,9.7,6.5,1.7,1.5,27.0
Mentally strong and confident.,Low,5.7,8.6,8.7,1.1,1.4,1.0
I am grateful for how things are going.,Low,5.8,8.1,7.6,3.0,3.1,38.0
"No worries, just peace and happiness.",Low,3.1,5.8,8.9,2.4,2.9,11.0
"No signs of stress, I'm doing great.",Low,4.6,4.9,5.7,4.7,1.4,9.0
Just chilling and enjoying life.,Low,2.6,4.1,4.8,1.5,1.1,28.0
Today has been refreshing and joyful.,Low,7.8,7.4,8.2,3.4,1.8,19.0
I am grateful for how things are going.,Low,5.6,4.1,4.7,1.6,2.8,7.0
I feel great mentally and physically.,Low,4.1,4.5,8.4,2.4,2.1,30.0
I feel relaxed and calm today.,Low,4.6,5.2,7.4,6.0,1.3,35.0
I am grateful for how things are going.,Low,3.9,5.3,5.0,2.2,1.3,19.0
Feeling completely tension‑free today.,Low,4.1,5.7,5.3,3.3,1.6,23.0
I’m enjoying my day with no stress.,Low,3.4,4.8,4.1,3.9,3.3,19.0
Everything feels so peaceful today.,Low,5.4,5.0,8.0,2.0,0.6,15.0
Feeling positive and mentally free.,Low,7.8,8.8,8.1,4.8,0.8,0.0
Everything feels so peaceful today.,Low,4.1,8.9,6.3,2.7,2.5,15.0
I am grateful for how things are going.,Low,3.9,6.6,8.1,5.4,1.9,4.0
Life feels smooth and peaceful today.,Low,6.4,7.7,6.9,2.0,3.1,26.0
"No worries, just peace and happiness.",Low,7.1,9.4,5.2,4.3,2.2,12.0
I feel emotionally stable and light.,Low,7.9,4.1,8.5,2.8,3.3,28.0
"No worries, just peace and happiness.",Low,1.9,6.1,7.2,4.1,2.2,4.0
I feel great mentally and physically.,Low,1.1,6.6,7.6,1.2,1.8,36.0
I feel relaxed and calm today.,Low,4.4,6.8,5.9,2.4,2.7,38.0
Everything is under control.,Low,2.2,8.5,8.3,1.4,1.8,26.0
I feel emotionally stable and light.,Low,5.4,9.1,4.4,4.3,2.5,32.0
Just chilling and enjoying life.,Low,4.4,7.2,7.9,2.1,3.0,9.0
